Gene ID,Gene Symbol,Description,Alpha-26yF-0018,Alpha-35yF-0028,Alpha-49yF-0015,Alpha-55yM-0021,Alpha-50yM-0037,Beta-50yM-0038,Beta-49yF-0016,Beta-35yF-0029,Beta-26yF-0019,Beta-55yM-0022,Chromosome,Start,End,Entrez ID,Gene Type
ENSG00000077312,SNRPA,small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:11151],150,214,179,73,51,43,99,100,151,57,chr19,41256542,41271294,6626,protein_coding
ENSG00000167578,RAB4B,"RAB4B, member RAS oncogene family [Source:HGNC Symbol;Acc:9782]",194,363,323,164,134,101,199,243,219,119,chr19,41284121,41302847,53916,protein_coding
ENSG00000269858,EGLN2,egl-9 family hypoxia-inducible factor 2 [Source:HGNC Symbol;Acc:14660],370,268,171,121,173,72,231,100,169,112,chr19,41304901,41314338,112398,protein_coding
ENSG00000105323,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U-like 1 [Source:HGNC Symbol;Acc:17011],2841,4936,2593,2494,2508,3073,2542,4393,3724,3676,chr19,41768401,41813503,11100,protein_coding
ENSG00000142039,CCDC97,coiled-coil domain containing 97 [Source:HGNC Symbol;Acc:28289],716,609,582,483,429,312,484,494,501,380,chr19,41816094,41830788,90324,protein_coding
ENSG00000255730,CTC-435M10.3,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F5H5P2]",61,105,30,38,74,80,52,72,66,121,chr19,41856758,41930906,,protein_coding
ENSG00000142046,TMEM91,transmembrane protein 91 [Source:HGNC Symbol;Acc:32393],54,110,141,52,53,56,63,38,49,50,chr19,41856816,41889988,641649,protein_coding
ENSG00000105341,ATP5SL,ATP5S-like [Source:HGNC Symbol;Acc:25496],433,642,449,498,482,296,403,444,294,513,chr19,41937223,41946622,55101,protein_coding
ENSG00000105372,RPS19,ribosomal protein S19 [Source:HGNC Symbol;Acc:10402],272,451,317,326,223,381,281,452,305,402,chr19,42363988,42376994,6223,protein_coding
ENSG00000076928,ARHGEF1,Rho guanine nucleotide exchange factor (GEF) 1 [Source:HGNC Symbol;Acc:681],170,148,347,329,307,256,374,276,169,320,chr19,42387228,42434302,,protein_coding
ENSG00000105404,RABAC1,Rab acceptor 1 (prenylated) [Source:HGNC Symbol;Acc:9794],89,144,92,176,189,179,121,149,112,133,chr19,42460833,42463542,10567,protein_coding
ENSG00000105737,GRIK5,"glutamate receptor, ionotropic, kainate 5 [Source:HGNC Symbol;Acc:4583]",230,204,244,255,255,125,60,122,105,72,chr19,42502473,42573650,2901,protein_coding
ENSG00000105732,ZNF574,zinc finger protein 574 [Source:HGNC Symbol;Acc:26166],202,222,209,185,113,119,189,132,172,287,chr19,42572629,42585701,64763,protein_coding
ENSG00000028277,POU2F2,POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:9213],132,65,39,82,42,57,32,31,42,100,chr19,42590263,42700737,5452,protein_coding
ENSG00000160570,DEDD2,death effector domain containing 2 [Source:HGNC Symbol;Acc:24450],349,292,265,221,173,224,221,133,319,200,chr19,42702750,42724292,162989,protein_coding
ENSG00000167625,ZNF526,zinc finger protein 526 [Source:HGNC Symbol;Acc:29415],152,88,117,85,75,100,69,76,97,118,chr19,42724423,42732353,116115,protein_coding
ENSG00000105723,GSK3A,glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:4616],647,1111,1021,761,674,800,818,1407,833,746,chr19,42734338,42746777,2931,protein_coding
ENSG00000105722,ERF,Ets2 repressor factor [Source:HGNC Symbol;Acc:3444],196,83,86,158,91,38,133,118,230,71,chr19,42751724,42759309,2077,protein_coding
ENSG00000079432,CIC,capicua transcriptional repressor [Source:HGNC Symbol;Acc:14214],698,648,706,498,514,425,642,493,813,751,chr19,42772689,42799949,23152,protein_coding
ENSG00000167619,TMEM145,transmembrane protein 145 [Source:HGNC Symbol;Acc:26912],40,61,62,105,168,35,35,34,38,25,chr19,42817477,42829214,284339,protein_coding
ENSG00000105429,MEGF8,multiple EGF-like-domains 8 [Source:HGNC Symbol;Acc:3233],253,525,333,265,483,357,372,451,382,173,chr19,42829761,42882921,1954,protein_coding
ENSG00000079385,CEACAM1,carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein) [Source:HGNC Symbol;Acc:1814],1133,1031,1483,1359,1677,185,374,398,262,121,chr19,43011456,43065386,634,protein_coding
ENSG00000073050,XRCC1,X-ray repair complementing defective repair in Chinese hamster cells 1 [Source:HGNC Symbol;Acc:12828],1345,874,1568,1727,987,1703,2333,2025,2142,4038,chr19,44047192,44084625,7515,protein_coding
ENSG00000167378,IRGQ,"immunity-related GTPase family, Q [Source:HGNC Symbol;Acc:24868]",1702,903,723,877,861,655,633,705,1472,620,chr19,44088521,44100287,126298,protein_coding
ENSG00000124444,ZNF576,zinc finger protein 576 [Source:HGNC Symbol;Acc:28357],138,122,92,52,68,98,63,58,117,120,chr19,44100544,44105309,79177,protein_coding
ENSG00000105771,SMG9,SMG9 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:25763],133,114,369,179,136,82,321,196,97,162,chr19,44235301,44259142,56006,protein_coding
ENSG00000167637,ZNF283,zinc finger protein 283 [Source:HGNC Symbol;Acc:13077],47,54,61,49,84,61,107,36,86,89,chr19,44331444,44353307,284349,protein_coding
ENSG00000204920,ZNF155,zinc finger protein 155 [Source:HGNC Symbol;Acc:12940],87,113,32,95,127,147,64,97,90,119,chr19,44472014,44502477,7711,protein_coding
ENSG00000267022,ZNF223,Zinc finger protein 223  [Source:UniProtKB/TrEMBL;Acc:K7ENM7],117,74,90,129,138,187,200,103,79,201,chr19,44529506,44591471,7766,protein_coding
ENSG00000186026,ZNF284,zinc finger protein 284 [Source:HGNC Symbol;Acc:13078],54,37,64,106,86,218,70,78,81,149,chr19,44576297,44593766,342909,protein_coding
ENSG00000267680,ZNF224,zinc finger protein 224 [Source:HGNC Symbol;Acc:13017],119,38,79,143,150,172,94,84,116,232,chr19,44598492,44612479,7767,protein_coding
ENSG00000256294,ZNF225,zinc finger protein 225 [Source:HGNC Symbol;Acc:13018],95,90,148,140,144,292,178,68,74,212,chr19,44616334,44637027,7768,protein_coding
ENSG00000167380,ZNF226,zinc finger protein 226 [Source:HGNC Symbol;Acc:13019],463,390,329,605,739,742,592,645,539,897,chr19,44669226,44682534,7769,protein_coding
ENSG00000131115,ZNF227,zinc finger protein 227 [Source:HGNC Symbol;Acc:13020],210,59,142,157,228,277,225,163,173,384,chr19,44711700,44741421,7770,protein_coding
ENSG00000062370,ZNF112,zinc finger protein 112 [Source:HGNC Symbol;Acc:12892],90,47,90,83,153,148,143,189,112,223,chr19,44830708,44871377,7771,protein_coding
ENSG00000167384,ZNF180,zinc finger protein 180 [Source:HGNC Symbol;Acc:12970],26,257,275,197,179,277,303,284,46,189,chr19,44979854,45004576,7733,protein_coding
ENSG00000073008,PVR,poliovirus receptor [Source:HGNC Symbol;Acc:9705],882,1227,1576,1650,1671,558,1172,697,444,704,chr19,45147098,45166850,5817,protein_coding
ENSG00000186567,CEACAM19,carcinoembryonic antigen-related cell adhesion molecule 19 [Source:HGNC Symbol;Acc:31951],729,626,1001,915,828,148,321,152,112,208,chr19,45165545,45187631,56971,protein_coding
ENSG00000069399,BCL3,B-cell CLL/lymphoma 3 [Source:HGNC Symbol;Acc:998],644,690,668,252,305,94,300,240,89,184,chr19,45250962,45263301,602,protein_coding
ENSG00000142273,CBLC,"Cbl proto-oncogene C, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:15961]",40,165,60,54,118,41,44,85,73,29,chr19,45281126,45303891,23624,protein_coding
ENSG00000187244,BCAM,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:6722],742,1557,653,688,1029,374,372,489,219,225,chr19,45312328,45324673,4059,protein_coding
ENSG00000130202,PVRL2,poliovirus receptor-related 2 (herpesvirus entry mediator B) [Source:HGNC Symbol;Acc:9707],1486,1639,923,1013,647,492,660,965,688,461,chr19,45349432,45392485,5819,protein_coding
ENSG00000130204,TOMM40,translocase of outer mitochondrial membrane 40 homolog (yeast) [Source:HGNC Symbol;Acc:18001],70,38,55,53,82,84,62,92,70,56,chr19,45393826,45406946,10452,protein_coding
ENSG00000104853,CLPTM1,cleft lip and palate associated transmembrane protein 1 [Source:HGNC Symbol;Acc:2087],804,1608,1034,908,893,677,841,986,788,541,chr19,45457842,45496599,1209,protein_coding
ENSG00000104859,CLASRP,CLK4-associating serine/arginine rich protein [Source:HGNC Symbol;Acc:17731],312,452,255,355,381,185,365,331,236,458,chr19,45542298,45574214,11129,protein_coding
ENSG00000007047,MARK4,MAP/microtubule affinity-regulating kinase 4 [Source:HGNC Symbol;Acc:13538],373,503,206,339,272,277,185,193,309,284,chr19,45582546,45808541,57787,protein_coding
ENSG00000104866,PPP1R37,"protein phosphatase 1, regulatory subunit 37 [Source:HGNC Symbol;Acc:27607]",159,90,154,164,155,175,262,89,180,492,chr19,45594654,45651335,284352,protein_coding
ENSG00000104884,ERCC2,"excision repair cross-complementing rodent repair deficiency, complementation group 2 [Source:HGNC Symbol;Acc:3434]",48,60,99,111,119,45,63,123,38,56,chr19,45853095,45874176,2068,protein_coding
ENSG00000012061,ERCC1,"excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence) [Source:HGNC Symbol;Acc:3433]",150,163,192,209,343,276,180,252,173,266,chr19,45910591,45982086,2067,protein_coding
ENSG00000125740,FOSB,FBJ murine osteosarcoma viral oncogene homolog B [Source:HGNC Symbol;Acc:3797],151,57,123,3045,2849,1465,428,540,487,2587,chr19,45971253,45978437,2354,protein_coding
ENSG00000125741,OPA3,"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia) [Source:HGNC Symbol;Acc:8142]",282,827,717,416,400,345,668,567,239,397,chr19,46030685,46105470,80207,protein_coding
ENSG00000125746,EML2,echinoderm microtubule associated protein like 2 [Source:HGNC Symbol;Acc:18035],60,68,80,100,65,67,93,92,71,84,chr19,46110252,46148887,24139,protein_coding
ENSG00000010310,GIPR,gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:4271],1360,2820,1874,1675,4327,1786,3110,3637,3762,782,chr19,46171502,46186982,2696,protein_coding
ENSG00000125743,SNRPD2,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa [Source:HGNC Symbol;Acc:11159],243,670,429,345,376,567,357,361,351,484,chr19,46190712,46195827,6633,protein_coding
ENSG00000177051,FBXO46,F-box protein 46 [Source:HGNC Symbol;Acc:25069],159,41,99,129,122,106,161,45,53,144,chr19,46213887,46234162,23403,protein_coding
ENSG00000104936,DMPK,dystrophia myotonica-protein kinase [Source:HGNC Symbol;Acc:2933],232,166,246,215,157,102,131,366,181,78,chr19,46272975,46285810,1760,protein_coding
ENSG00000185800,DMWD,"dystrophia myotonica, WD repeat containing [Source:HGNC Symbol;Acc:2936]",159,188,216,105,155,113,143,77,172,112,chr19,46286205,46296060,1762,protein_coding
ENSG00000125755,SYMPK,symplekin [Source:HGNC Symbol;Acc:22935],830,897,840,740,637,331,554,506,668,787,chr19,46318668,46366548,8189,protein_coding
ENSG00000170604,IRF2BP1,interferon regulatory factor 2 binding protein 1 [Source:HGNC Symbol;Acc:21728],51,57,70,60,29,29,45,27,41,78,chr19,46386866,46389376,26145,protein_coding
ENSG00000104967,NOVA2,neuro-oncological ventral antigen 2 [Source:HGNC Symbol;Acc:7887],881,646,545,876,715,237,384,641,671,352,chr19,46436992,46476804,4858,protein_coding
ENSG00000011485,PPP5C,"protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:9322]",301,715,636,385,292,271,375,475,394,301,chr19,46850251,46896238,5536,protein_coding
ENSG00000182013,PNMAL1,paraneoplastic Ma antigen family-like 1 [Source:HGNC Symbol;Acc:25578],719,1018,1430,1944,1614,1863,1481,1739,1964,1161,chr19,46969748,46974820,55228,protein_coding
ENSG00000160014,CALM3,"calmodulin 3 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:1449]",708,1655,629,584,633,575,388,866,659,352,chr19,47104331,47114050,,protein_coding
ENSG00000105287,PRKD2,protein kinase D2 [Source:HGNC Symbol;Acc:17293],401,234,210,250,345,201,176,156,204,160,chr19,47177532,47220384,25865,protein_coding
ENSG00000090372,STRN4,"striatin, calmodulin binding protein 4 [Source:HGNC Symbol;Acc:15721]",209,222,266,232,154,132,197,175,102,223,chr19,47222764,47250251,29888,protein_coding
ENSG00000181027,FKRP,fukutin related protein [Source:HGNC Symbol;Acc:17997],109,45,116,68,106,65,87,50,43,43,chr19,47249303,47280245,79147,protein_coding
ENSG00000042753,AP2S1,"adaptor-related protein complex 2, sigma 1 subunit [Source:HGNC Symbol;Acc:565]",63,91,71,36,40,34,45,58,55,41,chr19,47341393,47354249,1175,protein_coding
ENSG00000160007,ARHGAP35,Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:4591],5215,6146,4827,5592,6249,7562,3741,4752,4339,5671,chr19,47421933,47508334,2909,protein_coding
ENSG00000130749,ZC3H4,zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:17808],57,86,107,69,98,87,87,57,66,58,chr19,47567444,47617009,23211,protein_coding
ENSG00000142230,SAE1,SUMO1 activating enzyme subunit 1 [Source:HGNC Symbol;Acc:30660],234,483,334,373,245,221,235,280,226,320,chr19,47616531,47713886,10055,protein_coding
ENSG00000105321,CCDC9,coiled-coil domain containing 9 [Source:HGNC Symbol;Acc:24560],28,27,47,52,45,52,45,38,27,97,chr19,47759237,47775210,26093,protein_coding
ENSG00000257704,PRR24,proline rich 24 [Source:HGNC Symbol;Acc:27406],46,110,52,53,70,67,63,84,46,98,chr19,47778142,47778979,255783,protein_coding
ENSG00000134815,DHX34,DEAH (Asp-Glu-Ala-His) box polypeptide 34 [Source:HGNC Symbol;Acc:16719],97,74,144,108,48,61,206,99,49,156,chr19,47852538,47885961,9704,protein_coding
ENSG00000105419,MEIS3,Meis homeobox 3 [Source:HGNC Symbol;Acc:29537],1137,245,492,749,805,523,595,356,925,497,chr19,47906381,47922780,56917,protein_coding
ENSG00000118160,SLC8A2,"solute carrier family 8 (sodium/calcium exchanger), member 2 [Source:HGNC Symbol;Acc:11069]",455,361,326,405,418,160,240,350,350,236,chr19,47931274,47975425,6543,protein_coding
ENSG00000118162,KPTN,kaptin (actin binding protein) [Source:HGNC Symbol;Acc:6404],330,205,76,65,52,43,68,243,509,42,chr19,47978401,47987525,11133,protein_coding
ENSG00000105402,NAPA,"N-ethylmaleimide-sensitive factor attachment protein, alpha [Source:HGNC Symbol;Acc:7641]",791,691,556,548,605,783,781,890,1385,1217,chr19,47990894,48018497,8775,protein_coding
ENSG00000063169,GLTSCR1,glioma tumor suppressor candidate region gene 1 [Source:HGNC Symbol;Acc:4332],415,477,241,237,236,232,386,384,346,259,chr19,48111453,48206533,29998,protein_coding
ENSG00000105373,GLTSCR2,glioma tumor suppressor candidate region gene 2 [Source:HGNC Symbol;Acc:4333],119,395,133,200,183,306,138,469,197,357,chr19,48248779,48260315,,protein_coding
ENSG00000178980,SEPW1,"selenoprotein W, 1 [Source:HGNC Symbol;Acc:10752]",192,98,184,194,171,457,303,354,373,472,chr19,48281829,48287943,6415,protein_coding
ENSG00000105499,PLA2G4C,"phospholipase A2, group IVC (cytosolic, calcium-independent) [Source:HGNC Symbol;Acc:9037]",258,293,614,636,615,1106,553,212,264,1114,chr19,48551100,48614074,8605,protein_coding
ENSG00000105486,LIG1,"ligase I, DNA, ATP-dependent [Source:HGNC Symbol;Acc:6598]",50,172,73,121,179,213,106,99,90,351,chr19,48618702,48673860,3978,protein_coding
ENSG00000185453,C19orf68,chromosome 19 open reading frame 68 [Source:HGNC Symbol;Acc:34495],64,66,151,135,185,113,138,146,75,129,chr19,48673949,48700877,374920,protein_coding
ENSG00000105483,CARD8,"caspase recruitment domain family, member 8 [Source:HGNC Symbol;Acc:17057]",146,201,460,274,181,182,274,331,100,140,chr19,48684027,48759203,22900,protein_coding
ENSG00000105467,SYNGR4,synaptogyrin 4 [Source:HGNC Symbol;Acc:11502],655,2334,448,323,192,224,673,2013,1361,88,chr19,48867652,48879633,23546,protein_coding
ENSG00000105438,KDELR1,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1 [Source:HGNC Symbol;Acc:6304],1367,2868,2006,2053,1496,1784,2308,3805,2414,2404,chr19,48885827,48894810,10945,protein_coding
ENSG00000105447,GRWD1,glutamate-rich WD repeat containing 1 [Source:HGNC Symbol;Acc:21270],111,159,234,269,100,182,102,96,97,137,chr19,48949030,48960279,83743,protein_coding
ENSG00000105443,CYTH2,cytohesin 2 [Source:HGNC Symbol;Acc:9502],152,527,222,219,340,265,198,288,169,183,chr19,48972289,48985571,9266,protein_coding
ENSG00000063177,RPL18,ribosomal protein L18 [Source:HGNC Symbol;Acc:10310],457,948,586,529,583,903,569,911,651,591,chr19,49118585,49122793,6141,protein_coding
ENSG00000063176,SPHK2,sphingosine kinase 2 [Source:HGNC Symbol;Acc:18859],27,92,53,48,95,98,27,138,47,86,chr19,49122548,49133974,56848,protein_coding
ENSG00000063180,CA11,carbonic anhydrase XI [Source:HGNC Symbol;Acc:1370],63,97,95,90,199,100,113,131,94,120,chr19,49141199,49149569,770,protein_coding
ENSG00000105552,BCAT2,"branched chain amino-acid transaminase 2, mitochondrial [Source:HGNC Symbol;Acc:977]",156,179,191,452,434,326,245,221,220,389,chr19,49298319,49314286,587,protein_coding
ENSG00000087076,HSD17B14,hydroxysteroid (17-beta) dehydrogenase 14 [Source:HGNC Symbol;Acc:23238],48,54,32,73,145,65,55,77,62,154,chr19,49316274,49339935,51171,protein_coding
ENSG00000087074,PPP1R15A,"protein phosphatase 1, regulatory subunit 15A [Source:HGNC Symbol;Acc:14375]",410,420,271,724,509,454,226,228,262,698,chr19,49375649,49379314,23645,protein_coding
ENSG00000104805,NUCB1,nucleobindin 1 [Source:HGNC Symbol;Acc:8043],470,935,570,553,846,259,212,266,332,222,chr19,49403307,49426629,4924,protein_coding
ENSG00000087086,FTL,"ferritin, light polypeptide [Source:HGNC Symbol;Acc:3999]",5716,5859,5709,4494,2646,10140,4378,4102,4895,5018,chr19,49468558,49470135,2512,protein_coding
ENSG00000104812,GYS1,glycogen synthase 1 (muscle) [Source:HGNC Symbol;Acc:4706],80,130,99,178,123,139,165,103,215,133,chr19,49471382,49496567,2997,protein_coding
ENSG00000183207,RUVBL2,RuvB-like AAA ATPase 2 [Source:HGNC Symbol;Acc:10475],149,90,216,188,144,215,174,103,170,183,chr19,49496705,49519252,10856,protein_coding
ENSG00000104852,SNRNP70,small nuclear ribonucleoprotein 70kDa (U1) [Source:HGNC Symbol;Acc:11150],1132,2537,1453,1713,3698,2262,1490,2173,1603,1093,chr19,49588676,49611862,6625,protein_coding
ENSG00000104863,LIN7B,lin-7 homolog B (C. elegans) [Source:HGNC Symbol;Acc:17788],46,72,90,49,114,145,103,78,88,142,chr19,49617581,49621717,64130,protein_coding
ENSG00000177380,PPFIA3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3 [Source:HGNC Symbol;Acc:9247]",134,126,167,172,233,204,177,239,168,180,chr19,49622646,49654283,8541,protein_coding
ENSG00000130529,TRPM4,"transient receptor potential cation channel, subfamily M, member 4 [Source:HGNC Symbol;Acc:17993]",170,85,61,91,68,71,48,93,68,98,chr19,49660998,49715093,54795,protein_coding
ENSG00000104872,PIH1D1,PIH1 domain containing 1 [Source:HGNC Symbol;Acc:26075],48,91,61,155,111,99,62,64,35,197,chr19,49949555,49956754,55011,protein_coding
ENSG00000161618,ALDH16A1,"aldehyde dehydrogenase 16 family, member A1 [Source:HGNC Symbol;Acc:28114]",61,82,112,60,96,29,90,118,134,47,chr19,49956426,49974305,126133,protein_coding
ENSG00000142541,RPL13A,ribosomal protein L13a [Source:HGNC Symbol;Acc:10304],2383,3598,2450,2722,1947,3922,2605,4275,2650,3537,chr19,49990811,49995565,,protein_coding
ENSG00000142534,RPS11,ribosomal protein S11 [Source:HGNC Symbol;Acc:10384],1648,4812,2321,2085,2575,3670,2039,3809,2211,2770,chr19,49999622,50002946,,protein_coding
ENSG00000104870,FCGRT,"Fc fragment of IgG, receptor, transporter, alpha [Source:HGNC Symbol;Acc:3621]",146,286,155,300,153,78,45,180,57,99,chr19,50010073,50029590,2217,protein_coding
ENSG00000126464,PRR12,proline rich 12 [Source:HGNC Symbol;Acc:29217],322,388,379,268,355,170,399,485,320,213,chr19,50094900,50129696,57479,protein_coding
ENSG00000126461,SCAF1,SR-related CTD-associated factor 1 [Source:HGNC Symbol;Acc:30403],62,155,76,61,111,87,114,72,81,70,chr19,50145382,50161899,58506,protein_coding
ENSG00000126456,IRF3,interferon regulatory factor 3 [Source:HGNC Symbol;Acc:6118],510,334,481,335,559,410,272,239,311,413,chr19,50162826,50169132,3661,protein_coding
ENSG00000126457,PRMT1,protein arginine methyltransferase 1 [Source:HGNC Symbol;Acc:5187],76,166,203,118,116,102,129,111,189,216,chr19,50179043,50192286,3276,protein_coding
ENSG00000169169,CPT1C,carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:18540],67,176,226,204,210,70,63,73,31,33,chr19,50194155,50216988,126129,protein_coding
ENSG00000196961,AP2A1,"adaptor-related protein complex 2, alpha 1 subunit [Source:HGNC Symbol;Acc:561]",228,295,268,173,219,200,263,198,356,253,chr19,50270225,50310370,160,protein_coding
ENSG00000104973,MED25,mediator complex subunit 25 [Source:HGNC Symbol;Acc:28845],260,160,170,191,141,115,149,219,375,168,chr19,50321539,50342073,81857,protein_coding
ENSG00000104960,PTOV1,prostate tumor overexpressed 1 [Source:HGNC Symbol;Acc:9632],569,390,437,413,462,377,387,480,478,489,chr19,50353992,50364001,53635,protein_coding
ENSG00000039650,PNKP,polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:9154],39,63,52,56,71,91,69,122,31,75,chr19,50364461,50371166,11284,protein_coding
ENSG00000204673,AKT1S1,AKT1 substrate 1 (proline-rich) [Source:HGNC Symbol;Acc:28426],29,49,98,96,37,29,75,146,105,46,chr19,50372295,50381716,84335,protein_coding
ENSG00000104946,TBC1D17,"TBC1 domain family, member 17 [Source:HGNC Symbol;Acc:25699]",27,80,77,58,58,101,83,64,40,85,chr19,50380682,50392005,79735,protein_coding
ENSG00000213024,NUP62,nucleoporin 62kDa [Source:HGNC Symbol;Acc:8066],335,482,508,348,242,279,404,283,254,396,chr19,50410082,50433020,23636,protein_coding
ENSG00000169136,ATF5,activating transcription factor 5 [Source:HGNC Symbol;Acc:790],35,147,74,71,110,256,38,86,27,155,chr19,50431959,50437192,22809,protein_coding
ENSG00000105053,VRK3,vaccinia related kinase 3 [Source:HGNC Symbol;Acc:18996],380,168,299,276,318,188,239,95,242,218,chr19,50479724,50529203,51231,protein_coding
ENSG00000142528,ZNF473,zinc finger protein 473 [Source:HGNC Symbol;Acc:23239],301,365,618,434,328,329,323,402,390,472,chr19,50528971,50556671,25888,protein_coding
ENSG00000105357,MYH14,"myosin, heavy chain 14, non-muscle [Source:HGNC Symbol;Acc:23212]",877,940,763,579,593,664,898,1221,1001,679,chr19,50691443,50813802,79784,protein_coding
ENSG00000131398,KCNC3,"potassium voltage-gated channel, Shaw-related subfamily, member 3 [Source:HGNC Symbol;Acc:6235]",822,481,875,567,429,334,1216,897,874,286,chr19,50815194,50836772,3748,protein_coding
ENSG00000131408,NR1H2,"nuclear receptor subfamily 1, group H, member 2 [Source:HGNC Symbol;Acc:7965]",49,129,85,87,106,76,99,133,78,108,chr19,50832910,50886239,7376,protein_coding
ENSG00000161671,EMC10,ER membrane protein complex subunit 10 [Source:HGNC Symbol;Acc:27609],1989,2613,2378,2386,3257,1319,1227,1736,1840,1248,chr19,50979657,50986608,284361,protein_coding
ENSG00000105379,ETFB,"electron-transfer-flavoprotein, beta polypeptide [Source:HGNC Symbol;Acc:3482]",447,793,284,373,497,440,299,617,644,247,chr19,51848423,51869672,2109,protein_coding
ENSG00000105497,ZNF175,zinc finger protein 175 [Source:HGNC Symbol;Acc:12964],348,802,504,528,568,535,533,652,340,662,chr19,52074551,52092991,7728,protein_coding
ENSG00000161551,ZNF577,zinc finger protein 577 [Source:HGNC Symbol;Acc:28673],527,436,194,250,368,373,297,294,342,507,chr19,52359055,52394203,84765,protein_coding
ENSG00000198093,ZNF649,zinc finger protein 649 [Source:HGNC Symbol;Acc:25741],348,352,216,295,389,264,273,326,291,414,chr19,52392477,52408293,65251,protein_coding
ENSG00000176024,ZNF613,zinc finger protein 613 [Source:HGNC Symbol;Acc:25827],159,59,101,98,133,146,117,118,138,156,chr19,52430400,52452012,79898,protein_coding
ENSG00000256683,ZNF350,zinc finger protein 350 [Source:HGNC Symbol;Acc:16656],234,193,64,123,154,214,116,150,171,226,chr19,52467596,52490109,59348,protein_coding
ENSG00000197619,ZNF615,zinc finger protein 615 [Source:HGNC Symbol;Acc:24740],197,153,232,299,406,420,245,248,186,503,chr19,52494585,52511483,284370,protein_coding
ENSG00000142556,ZNF614,zinc finger protein 614 [Source:HGNC Symbol;Acc:24722],304,309,215,272,283,198,405,439,304,601,chr19,52516018,52533493,80110,protein_coding
ENSG00000256087,ZNF432,zinc finger protein 432 [Source:HGNC Symbol;Acc:20810],343,494,215,190,304,360,202,445,750,482,chr19,52534632,52598991,9668,protein_coding
ENSG00000197608,ZNF841,zinc finger protein 841 [Source:HGNC Symbol;Acc:27611],408,294,215,273,359,712,804,341,697,850,chr19,52567719,52599018,284371,protein_coding
ENSG00000204611,ZNF616,zinc finger protein 616 [Source:HGNC Symbol;Acc:28062],82,136,194,150,155,306,242,99,90,288,chr19,52616344,52643175,90317,protein_coding
ENSG00000196267,ZNF836,zinc finger protein 836 [Source:HGNC Symbol;Acc:34333],110,51,79,57,137,179,116,101,79,126,chr19,52657117,52674896,162962,protein_coding
ENSG00000105568,PPP2R1A,"protein phosphatase 2, regulatory subunit A, alpha [Source:HGNC Symbol;Acc:9302]",507,735,801,561,600,556,587,811,534,779,chr19,52693292,52730687,5518,protein_coding
ENSG00000196214,ZNF766,zinc finger protein 766 [Source:HGNC Symbol;Acc:28063],206,411,226,224,292,375,250,349,191,530,chr19,52772824,52795977,90321,protein_coding
ENSG00000198464,ZNF480,zinc finger protein 480 [Source:HGNC Symbol;Acc:23305],761,984,1260,1402,1055,925,787,1375,639,1087,chr19,52800430,52829175,147657,protein_coding
ENSG00000221923,ZNF880,zinc finger protein 880 [Source:HGNC Symbol;Acc:37249],95,278,70,160,71,376,115,341,285,266,chr19,52873170,52889048,400713,protein_coding
ENSG00000167555,ZNF528,zinc finger protein 528 [Source:HGNC Symbol;Acc:29384],724,757,338,426,795,422,325,1114,652,479,chr19,52901102,52921665,84436,protein_coding
ENSG00000198482,ZNF808,zinc finger protein 808 [Source:HGNC Symbol;Acc:33230],245,156,295,306,256,233,198,203,150,208,chr19,53030905,53067717,388558,protein_coding
ENSG00000167562,ZNF701,zinc finger protein 701 [Source:HGNC Symbol;Acc:25597],252,268,184,227,185,164,209,123,101,220,chr19,53059075,53090427,55762,protein_coding
ENSG00000167766,ZNF83,zinc finger protein 83 [Source:HGNC Symbol;Acc:13158],973,618,621,1160,1444,918,386,702,799,800,chr19,53097313,53193749,55769,protein_coding
ENSG00000213020,ZNF611,zinc finger protein 611 [Source:HGNC Symbol;Acc:28766],388,256,301,293,424,238,344,196,164,170,chr19,53206066,53238326,81856,protein_coding
ENSG00000189190,ZNF600,zinc finger protein 600 [Source:HGNC Symbol;Acc:30951],171,215,120,228,247,213,129,42,119,195,chr19,53267448,53290044,162966,protein_coding
